"","X","Site","origin_date","time","date","daily_Ta","daily_Fsd","daily_Fld","daily_GPP","dateD","DOY","year","month","day","DAS","GDD","Rh","PAR","fPAR","moisture_stress","esat","eact","vapor_stress","heat_stress","APAR","LUE","LUEmax","biomass","NDVI_vals","LAI_vals","SAVI_vals","Lat","Dlength","GPP_pred","Crop","GCVI","blue","green","red","nir","swir1","swir2","sensor"
"99",9,"US_HRA","2017_06_10","2017-06-10","2017-06-10",23.3708333333333,335.952541666667,371.539229166667,18.2294247916667,"2017-06-10",161,2017,6,10,56,643.047270833333,65.3110250877238,13.932623808,0.576969247353077,NA,2.87307236464536,1.87643301286199,1,0.99961709508035,8.03869547215532,2.26770933851274,NA,NA,0.587087706724803,1.35959016746945,0.286777231991291,34.5852,14.4176993735116,NA,"Rice",0.162184422559439,0.0930333798739929,0.074974189214241,0.0516220648588104,0.198665269142593,0.0878761874296341,0.0417416462166729,"Ls7"
"100",10,"US_HRA","2017_07_12","2017-07-12","2017-07-12",27.6702708333333,296.649895833333,419.839708333333,20.1887664583333,"2017-07-12",193,2017,7,12,88,1147.0200625,75.3820644250367,12.30266448,0.776029301888269,1.0785959486674,3.70796402944546,2.79513983353376,1,0.930217942743361,9.54722812778,2.11462072426961,2.10760386939014,221.508359636579,0.745448927516523,3.29170093069906,0.510264229774475,34.5852,14.3191943468107,22.1508359636579,"Rice",0.946319364591871,0.0977067462809219,0.0782220203033028,0.0510975242339783,0.353343064,0.116801123047028,0.040885265977726,"Ls7"
"101",1,"US_HRC","2017_02_26","2017-02-26","2017-02-26",10.414875,197.782166666667,290.026166666667,2.2013874375,"2017-02-26",57,2017,2,26,0,NA,58.9675588834615,8.202422016,0.0675480808533728,0.093084820910378,1.26252128819252,0.744477984031161,1,0.658329566790622,0.554057865530253,3.97320853011119,64.8364355682576,0.436824584417045,0.181820271164179,0.0570353225967847,0.120666701495647,34.5888,11.2997431915855,0.0436824584417045,"Rice",0.0229862049053892,0.0890666,0.087757,0.0934608,0.1364234,0.1688842,0.1305412,"Ls8"
"102",2,"US_HRC","2017_05_01","2017-05-01","2017-05-01",16.59125,332.215270833333,303.533333333333,1.51176375,"2017-05-01",121,2017,5,1,16,151.841020833333,64.614335147094,13.777631712,-0.13386691521816,0.114563888398212,1.88810153624877,1.21998425454921,1,0.901805468798449,-1.84436905629733,-0.819664451015539,-7.9336948037693,0.638828831315041,0.021585588529706,0.0127137087169103,0.00686571441590786,34.5888,13.5454340729143,0.0638828831315041,"Rice",0.051197293386114,0.1285658,0.1341488,0.1417098,0.1332302,0.082109,0.0518254,"Ls8"
"103",3,"US_HRC","2017_07_20","2017-07-20","2017-07-20",30.0460416666667,288.685333333333,434.404166666667,14.3079454166667,"2017-07-20",201,2017,7,20,96,1329.32829166667,65.4771549153776,11.972358144,0.749850919229388,0.946481816201685,4.25428321710495,2.78558361260272,1,0.823364577095847,8.97748375962185,1.59375898634534,2.0451171612035,155.244258346558,0.724622847437859,2.77661843538284,0.537339941561222,34.5888,14.1775823073692,15.5244258346558,"Rice",-0.19600079618933,0.094111,0.0869582,0.0560866,0.354508,0.112307,0.0441008,"Ls8"
"104",4,"US_HRC","2017_08_21","2017-08-21","2017-08-21",28.1611041666667,230.565916666667,427.897916666667,3.62421354166667,"2017-08-21",233,2017,8,21,128,1859.1804375,76.6192857270283,9.562029696,0.226931963824034,0.47325014956206,3.81553280602827,2.9234339826593,1,0.913094279281598,2.16993017705701,1.67019823033295,3.86510803422877,26.9507772061229,0.308617314100265,0.392680550068617,0.263459860384464,34.5888,13.3027120001678,2.69507772061229,"Rice",-0.0420099871178688,0.235806,0.2325632,0.2243846,0.3971324,0.2667706,0.1932502,"Ls8"
"105",5,"US_HRC","2017_04_07","2017-04-07","2017-04-07",14.8098333333333,281.503708333333,291.329125,2.56629666666667,"2017-04-07",97,2017,4,7,0,NA,62.8731022417753,11.674521792,0.0563253249227255,0.313449857382076,1.68457930854839,1.05914727100742,1,0.844722007115378,0.65757123325184,3.9026899853507,14.739480219545,3.20008116104407,0.172892064377666,0.0502995778794866,0.119493085741997,34.5888,12.7396820740307,0.320008116104407,"Rice",-0.279813880059507,0.114684017,0.118049824,0.131131035,0.179121352,0.248363094,0.198278172,"Ls7"
"106",6,"US_HRC","2017_04_23","2017-04-23","2017-04-23",14.6483333333333,324.5861875,320.770833333333,0.356016672916666,"2017-04-23",113,2017,4,23,8,75.5773541666667,76.5775368274931,13.461238368,0.0550020140814781,0.188738241139369,1.66711738376771,1.27663742851226,1,0.838990627489782,0.740395222270869,0.480846799395499,3.03661488717627,1.72338391191792,0.171839311122894,0.0353056323050987,0.0930109184235334,34.5888,13.2894248826938,0.172338391191792,"Rice",-0.316486776340666,0.096720256,0.086588482,0.0912933,0.124170695,0.127004545,0.06968582,"Ls7"
"107",7,"US_HRC","2017_05_09","2017-05-09","2017-05-09",24.2927083333333,325.993666666667,360.1375,0.5963214375,"2017-05-09",129,2017,5,9,24,229.960416666667,69.9489650843257,13.519609344,0.0133808663610369,0.442396746583816,3.03674536958801,2.124171958273,1,0.995224758050134,0.180904085885489,3.29634034842898,7.48684687130823,1.46446679087299,0.138727817311883,0.00672076761373319,0.0981611936539412,34.5888,13.782477884187,0.146446679087299,"Rice",-0.314610685928584,0.135657820468849,0.140093637881615,0.159027258766937,0.201533478926292,0.274013080092773,0.214769984745453,"Ls7"
"108",8,"US_HRC","2017_05_25","2017-05-25","2017-05-25",20.5734583333333,351.736979166667,337.276,5.28405747916667,"2017-05-25",145,2017,5,25,40,430.843604166667,70.8629456653436,14.587236,0.179876400720328,0.245712083030051,2.42258684059485,1.71671639654649,1,0.984710744479669,2.623899508138,2.01381854098384,8.32310061488377,12.2643586783342,0.271182498584191,0.187882717284891,0.0921705675125122,34.5888,14.1756579079377,1.22643586783342,"Rice",-0.313558506572996,0.0926797570723953,0.0859834197854004,0.0710344147716522,0.12431036479911,0.0475197249221802,0.027013772588501,"Ls7"
"109",9,"US_HRC","2017_06_10","2017-06-10","2017-06-10",24.7839791666667,335.952541666667,371.539229166667,16.5831022916667,"2017-06-10",161,2017,6,10,56,668.387229166667,65.3110250877238,13.932623808,0.526575206871331,NA,3.12724476533108,2.04243561323991,1,0.99077241713934,7.33657426395803,2.2603331875387,NA,NA,0.546996982395649,1.0609822165966,0.258583179414272,34.5888,14.4180217043198,NA,"Rice",0.0167015794378056,0.0867573,0.066007506,0.043823024,0.152666015,0.057491014,0.025766956,"Ls7"
"110",10,"US_HRC","2017_07_12","2017-07-12","2017-07-12",27.7466458333333,296.649791666667,420.7743125,16.4788289583333,"2017-07-12",193,2017,7,12,88,1183.06829166667,75.3820644250367,12.30266016,0.663303148010969,1.09502097032369,3.72452651404973,2.80762497634854,1,0.927701756124398,8.16039321303713,2.01936702412901,1.9878538216773,194.700038111487,0.655770205259323,2.33366179168224,0.521824117302895,34.5888,14.3195022180896,19.4700038111487,"Rice",0.627158774166991,0.126141935,0.110901374,0.086440024,0.388513318,0.160209552,0.07659659,"Ls7"
"111",1,"USA_Ne1","2013_04_04","2013-04-04","2013-04-04",7.635,281.533,262.446,0,"2013-04-04",94,2013,4,4,0,NA,62.0123762795524,11.675736576,-0.021797258182019,0.0139894992168844,1.04639059014781,0.648891670116287,1,0.510353651141242,-0.254499044612314,0,0,0.0121996290361858,0.110742038041353,0.00162138039246202,0.0862249358743429,41.1651,12.7793566770413,0.00121996290361858,"Maize",-0.0197779143728631,0.1860382,0.172599,0.1811766,0.2256192,0.267908,0.2195216,"Ls8"
"112",2,"USA_Ne1","2013_06_03","2013-06-03","2013-06-03",16.273,320.57,321.265,0.079155,"2013-06-03",154,2013,6,3,49,165.034,77.1382585821084,13.29467904,0.222711660701632,1,1.850236233315,1.42724001003438,1,0.892452604218347,2.96088004749358,0.0267336057963596,0.0299552106969022,117.301417160034,0.305259873270988,0.315112597644329,0.221605679541826,41.1651,14.9614462513831,11.7301417160034,"Maize",0.0678480871237547,0.1251644,0.1263676,0.1405274,0.2652548,0.366434,0.291848,"Ls8"
"113",3,"USA_Ne1","2013_08_06","2013-08-06","2013-08-06",24.762,216.795,407.393,0.0705789,"2013-08-06",218,2013,8,6,113,1017.886,81.1107596059086,8.99092224,0.443817335139215,0.0319540081486053,3.12314618079366,2.53320759084466,1,0.991004346602885,3.9903271490007,0.0176874971310749,0.558554405377383,6.4964207514748,0.481159375607967,1.03754970550537,0.407969017028809,41.1651,14.2194665193089,0.64964207514748,"Maize",-0.134944013387317,0.1777802,0.1579402,0.1403016,0.4012006,0.1552174,0.096171,"Ls8"
"114",4,"USA_Ne1","2013_09_23","2013-09-23","2013-09-23",18.437,203.04,329.127,0.062877,"2013-09-23",266,2013,9,23,161,1614.493,62.5396418976788,8.42047488,0.453927373530567,1,2.12138823024516,1.32670860245483,1,0.948383211696899,3.82228404615851,0.0164501118286049,0.0173454270654702,155.188560409546,0.489202365577221,0.930677835345268,0.333083778619766,41.1651,12.1772500607049,15.5188560409546,"Maize",-0.0197088892633199,0.0735236,0.0695052,0.0701646,0.2042486,0.1656346,0.0943774,"Ls8"
"115",5,"USA_Ne1","2013_10_09","2013-10-09","2013-10-09",17.304,172.295,318.542,0.0577684,"2013-10-09",282,2013,10,9,177,1729.682,63.5182843447628,7.14541824,0.210888473320007,1,1.97537634196811,1.25472516177047,1,0.921367438630558,1.50688634386653,0.0383362688467742,0.0416080135236317,60.3525332260132,0.295853996276855,0.270406717658043,0.191089161038399,41.1651,11.4521527430213,6.03525332260132,"Maize",0.035889530992387,0.07117,0.063619,0.0773156,0.1431888,0.1651412,0.1003852,"Ls8"
"116",6,"USA_Ne1","2013_10_25","2013-10-25","2013-10-25",5.898,133.324,274.684,0.0518957,"2013-10-25",298,2013,10,25,193,1713.829,48.8305831560675,5.529212928,0.181641330583394,0,0.928526501139847,0.453404905265217,1,0.407109910689682,1.00433359332082,0.0516717755386507,Inf,0,0.272586579620838,0.262343037575483,0.224242360293865,41.1651,10.7479857896598,0,"Maize",0.154699623419224,0.0833418,0.0846874,0.111723,0.1961838,0.2105528,0.1331334,"Ls8"
"117",7,"USA_Ne1","2013_11_26","2013-11-26","2013-11-26",-3.259,96.729,234.586,0.0440264,"2013-11-26",330,2013,11,26,0,NA,73.0999642640197,4.011545088,0.0912213784612715,0.474302758430435,0.480240186557374,0.351055404754902,1,-0.259465427990503,0.365938672686903,0.120310869787925,-0.977619187741799,-0.901935354173183,0.200653443485498,0.0825603460520506,0.126393879726529,41.1651,9.58191838925635,-0.0901935354173184,"Maize",-0.0127259983909953,0.0576858,0.048394,0.0556832,0.0842228,0.1106182,0.084487,"Ls8"
"118",8,"USA_Ne1","2001_05_09","2001-05-09","2001-05-09",20.132,292.907,348.55,0.550699,"2001-05-09",129,2001,5,9,24,104.962,81.7367649066922,12.147439104,0.0784618729977309,0.360550079259945,2.35745616997107,1.92690840742757,1,0.97885424408527,0.953110824225719,0.577791150832195,1.63714543923626,13.799825129509,0.190502683371305,0.0625181770324707,0.11329659037292,41.1651,14.24734262792,1.3799825129509,"Maize",-0.233527204580391,0.104858,0.097546752,0.113717825,0.15987687,0.290225084,0.23709404,"Ls7"
"119",9,"USA_Ne1","2001_06_10","2001-06-10","2001-06-10",25.941,300.696,383.041,3.79012,"2001-06-10",161,2001,6,10,56,358.457,84.701738338747,12.470464512,0.184606408332884,0.273339747663682,3.34973390347918,2.83728284596923,1,0.973988917302311,2.30212766380301,1.64635526499816,6.18396114968058,27.7327904224396,0.274945432245731,0.225929683148861,0.17830859169364,41.1651,15.0716060111584,2.77327904224396,"Maize",-0.135222926350143,0.111641783,0.106868352,0.118549568,0.19871686,0.318686096,0.241153852,"Ls7"
"120",10,"USA_Ne1","2001_07_28","2001-07-28","2001-07-28",25.845,258.379,406.821,24.7849,"2001-07-28",209,2001,7,28,104,1047.087,84.6589846743376,10.715493888,0.446579185270667,1.92868449502438,3.33076290225544,2.81979005495896,1,0.97573617413569,4.78531653027585,5.17936480130213,2.75221847406033,288.938821187833,0.483356551527977,1.32212348207599,0.402907330542803,41.1651,14.5261340723776,28.8938821187833,"Maize",0.370168329058993,0.160793888,0.1446105,0.132144339,0.381650198,0.216568319,0.118587108,"Ls7"
"121",11,"USA_Ne1","2001_08_29","2001-08-29","2001-08-29",25.297,267.554,388.063,17.9465,"2001-08-29",241,2001,8,29,136,1496.703,72.5267119454136,11.095999488,0.768354916781783,1,3.22425268763188,2.33844445915103,1,0.984458911118832,8.52566576321295,2.10499689976549,2.13822727997166,293.682947387695,0.739343609213829,2.83589609980583,0.525119843780994,41.1651,13.2929367188634,29.3682947387695,"Maize",0.917426320558132,0.073607808,0.061500894,0.042682034,0.279613561,0.119123566,0.042492748,"Ls7"
"122",12,"USA_Ne1","2001_09_30","2001-09-30","2001-09-30",16.362,211.6,330.479,3.02103,"2001-09-30",273,2001,9,30,168,1748.84,79.9922791146381,8.7754752,0.39633756534636,1,1.86075780840551,1.48846257974716,1,0.895106059966615,3.47805047552536,0.868598665044868,0.9703863082742,123.881436233521,0.44338708460331,0.674202131927013,0.261946197599173,41.1651,11.8592250236842,12.3881436233521,"Maize",0.605408867813527,0.066581881,0.0569186,0.05397572,0.13710196,0.112288091,0.055072172,"Ls7"
"123",13,"USA_Ne1","2001_10_16","2001-10-16","2001-10-16",6.159,190.55,246.55,0.452324,"2001-10-16",289,2001,10,16,184,1795.207,71.3183319873778,7.9024896,0.175954738456756,0.240209460865041,0.945453025299339,0.67428132736769,1,0.42313192630384,1.39048049072523,0.325300500810393,3.20050734560371,4.58562580704689,0.268062639981508,0.200065940469503,0.15982871234417,41.1651,11.1396645566361,0.458562580704689,"Maize",0.357586705122497,0.062654865,0.053354009,0.063656576,0.106578802,0.132024863,0.071476138,"Ls7"
"124",14,"USA_Ne1","2001_12_19","2001-12-19","2001-12-19",-1.684,106.733,213.404,0.143437,"2001-12-19",353,2001,12,19,0,NA,65.2038051268549,4.426430976,0.0609283237808943,0,0.539874680270207,0.352018834452617,1,-0.131163160044742,0.269695019699508,0.531848901621604,-Inf,0,0.176553956866264,0.0574335488025099,0.132513396814466,41.1651,9.20821892656959,0,"Maize",0.190453468843095,0.05901407,0.054993064,0.068359924,0.094055375,0.118055268,0.076467106,"Ls7"
"125",15,"USA_Ne1","2002_01_20","2002-01-20","2002-01-20",-0.578,113.083,233.646,0.00531257,"2002-01-20",20,2002,1,20,0,NA,74.7640906274488,4.689778176,0.0496468436409533,0,0.585579358755412,0.43780308247553,1,-0.0443058446632129,0.232832683814627,0.0228171144744854,-Inf,0,0.167579032331705,0.0421895515103824,0.124302819743752,41.1651,9.65021013654878,0,"Maize",0.173273049298473,0.066393872,0.06230738,0.077229932,0.104377252,0.124922354,0.07735454,"Ls7"
"126",16,"USA_Ne1","2002_02_05","2002-02-05","2002-02-05",-8.183,150.167,233.504,0.130508,"2002-02-05",36,2002,2,5,0,NA,89.114327477544,6.227725824,-0.0313555809248984,NA,0.329628088700032,0.293745854422116,1,-0.693969388577751,-0.195273961052512,-0.668332835041457,NA,NA,0.103137962669134,0.00156071136239916,0.116967054903507,41.1651,10.2008622360339,NA,"Maize",-0.183098039215686,0.287422,0.323376,0.3062415,0.363692595,0.039347138,0.02743476,"Ls7"
"127",17,"USA_Ne1","2002_02_21","2002-02-21","2002-02-21",1.845,186.342,230.763,0.171574,"2002-02-21",52,2002,2,21,0,NA,78.0315267453456,7.727975424,0.0485355081507564,0.0240491253044367,0.697852217769072,0.54454473995146,1,0.136316171252165,0.375081214180397,0.45743160018001,139.533824651437,0.00693141410127282,0.166694914996624,0.0390354362595826,0.121453864052892,41.1651,10.8661329424694,0.000693141410127282,"Maize",0.188191664878661,0.08277719,0.080219282,0.100320536,0.135496524,0.190222295,0.126582042,"Ls7"
"128",18,"USA_Ne1","2002_06_29","2002-06-29","2002-06-29",29.466,335.087,405.95,18.9835,"2002-06-29",180,2002,6,29,75,640.946,67.1798077546751,13.896728064,0.634461370754838,0.93262061453717,4.11482187051478,2.76432942205916,1,0.855489859671918,8.81693713649266,2.15307194620098,2.69860092786624,265.460169525147,0.632825275063515,1.73885526418686,0.429231602549553,41.1651,15.1209241513489,26.5460169525147,"Maize",0.533676217944995,0.092183661,0.078620825,0.064098292,0.275401228,0.184823684,0.088412936,"Ls7"
"129",19,"USA_Ne1","2002_07_15","2002-07-15","2002-07-15",24.342,322.921,371.483,28.3572,"2002-07-15",196,2002,7,15,91,890.602,67.5659515961834,13.392179712,0.8233780201298,1,3.04572130898582,2.057870585384,1,0.994846259893598,11.026826416489,2.57165560868863,2.58497791303319,444.599259033203,0.783116961121559,3.86659603118896,0.585008931159973,41.1651,14.8798126769438,44.4599259033203,"Maize",1.22538482213288,0.084333935,0.06794805,0.044293212,0.358281625,0.131529409,0.044106992,"Ls7"
"130",20,"USA_Ne1","2002_07_31","2002-07-31","2002-07-31",28.634,308.725,400.196,24.5162,"2002-07-31",212,2002,7,31,107,1151.691,63.8891376553478,12.8034432,0.782303856574297,1,3.92172946402501,2.50555913574127,1,0.89435878744238,10.01618299279,2.44765895527745,2.73677520660034,296.166747131348,0.750440617799759,3.13490552425385,0.563449726998806,41.1651,14.4286990618397,29.6166747131348,"Maize",1.10734570233627,0.083644412,0.069615936,0.050203255,0.3455009,0.140576929,0.05237264,"Ls7"
"131",21,"USA_Ne1","2002_11_20","2002-11-20","2002-11-20",7.994,121.5,272.288,0.11434,"2002-11-20",324,2002,11,20,0,NA,72.9616797077043,5.038848,0.08708860399127,0,1.07233052306401,0.78239036164591,1,0.530681631999448,0.438826238044203,0.260558713420601,Inf,0,0.197365635633469,0.095563831999898,0.151940176859498,41.1651,9.75826653885032,0,"Maize",0.309588511775556,0.06413772,0.06215139,0.082177478,0.11820965,0.149416728,0.084577914,"Ls7"
"132",22,"USA_Ne1","2003_01_07","2003-01-07","2003-01-07",5.756,108.054,262.054,0.00891147,"2003-01-07",7,2003,1,7,0,NA,78.7441607897545,4.481215488,0.0887669098351895,0,0.919430084679461,0.723997504229371,1,0.398318627354117,0.397783651175351,0.0224028060823235,Inf,0,0.198700803369284,0.0963964887335896,0.150863129496574,41.1651,9.34278841927122,0,"Maize",0.281284515751148,0.058511908,0.055379138,0.071582355,0.103138826,0.12419721,0.07006208,"Ls7"
"133",23,"USA_Ne1","2003_05_31","2003-05-31","2003-05-31",17.838,316.442,324.037,1.46993,"2003-05-31",151,2003,5,31,46,219.101,69.5804432770721,13.123482624,0.0910337760429084,0,2.04305891657715,1.42156945056613,1,0.934737400763529,1.19468017809622,1.23039624072646,Inf,0,0.200504197329283,0.092213954180479,0.141795572638512,41.1651,14.9004392024939,0,"Maize",-0.183949637009811,0.124629072,0.1246253,0.150695915,0.217042856,0.35947043,0.2612831,"Ls7"
"134",24,"USA_Ne1","2004_03_14","2004-03-14","2004-03-14",5.767,219.5,259.029,0.0343136,"2004-03-14",74,2004,3,14,0,NA,68.6450686855841,9.103104,0.042051127268821,0.113279970952246,0.92013191936481,0.631625188045957,1,0.399001507502892,0.382795784845313,0.089639440554096,1.98322264137244,0.652930031046271,0.161536298543215,0.0297796677309088,0.115652537345886,41.1651,11.8614725397303,0.0652930031046271,"Maize",0.155773066148627,0.096372174,0.09546955375,0.11683009863446,0.155835238047195,0.24661457875,0.16481526,"Ls7"
"135",25,"USA_Ne1","2004_07_04","2004-07-04","2004-07-04",23.854,330.796,382.533,26.8212,"2004-07-04",186,2004,7,4,81,693.728,85.3541659329556,13.718771712,0.817677054205537,1,2.95786847664436,2.52466396763361,1,0.997941930454533,11.2175248407864,2.39100874575105,2.39593975639647,550.750681152344,0.778581586480141,3.62116515636444,0.565091709494591,41.1651,15.059022285842,55.0750681152344,"Maize",1.16213154383912,0.0778054301350784,0.0666035057677727,0.0433494987996674,0.341521635,0.159994007226753,0.05785816239254,"Ls7"
"136",26,"USA_Ne1","2004_08_05","2004-08-05","2004-08-05",20.768,267.367,367.112,20.199,"2004-08-05",218,2004,8,5,113,1100.83,73.9829390166707,11.088244224,0.800795380939245,1,2.45178431676785,1.81390209589466,1,0.987005835425323,8.87941475730546,2.27481208526513,2.30476052280366,415.207084655762,0.765151456594467,3.6497408413887,0.611881608963013,41.1651,14.2194665193089,41.5207084655762,"Maize",1.24126865283436,0.091768797,0.075018834,0.052555168,0.393609664,0.15911235,0.054491658,"Ls7"
"137",27,"USA_Ne1","2004_08_21","2004-08-21","2004-08-21",19.02,286.837,334.233,17.9827,"2004-08-21",234,2004,8,21,129,1237.371,70.1766037034344,11.895704064,0.781582313249111,1,2.2001365886237,1.54398113473271,1,0.960250831005659,9.29747190006797,1.93414943258592,2.01421271415127,405.088658447266,0.749866597652435,3.06595965385437,0.551242623329163,41.1651,13.5904882365915,40.5088658447266,"Maize",1.02704389865476,0.0767099105,0.0647513618125,0.0450417028250198,0.310757194827179,0.13391338209317,0.0476302200432968,"Ls7"
"138",28,"USA_Ne1","2004_09_06","2004-09-06","2004-09-06",18.75,272.054,320.617,10.8223,"2004-09-06",250,2004,9,6,145,1431.369,64.4271534167868,11.282623488,0.731686114755273,1,2.16335416492787,1.39378750678652,1,0.954930870159827,8.2553389441813,1.31094556785315,1.37281724658638,280.908935699463,0.710171929001808,2.40082161426544,0.480396286547184,41.1651,12.8980931539646,28.0908935699463,"Maize",0.770663414796656,0.065374612,0.056714723,0.041267539,0.239038808,0.119689172,0.045338165,"Ls7"
"139",29,"USA_Ne1","2004_09_22","2004-09-22","2004-09-22",22.5,201.463,379.629,3.82518,"2004-09-22",266,2004,9,22,161,1616.9,79.7586024851643,8.355073536,0.285365063023269,0.803459739854748,2.72558760660546,2.17389058453735,1,0.999319756675303,2.38424608616469,1.60435620391568,1.99816894334337,76.4068215942383,0.355103470981121,0.44457975924015,0.251841364353895,41.1651,12.1772500607049,7.64068215942383,"Maize",-0.0709039494221772,0.1023273,0.09264028,0.092137904,0.1867908,0.16999652,0.091587147,"Ls7"
"140",30,"USA_Ne1","2004_10_08","2004-10-08","2004-10-08",16.615,194.425,321.125,0.897633,"2004-10-08",282,2004,10,8,177,1705.184,86.7472956620268,8.0631936,0.128737259237021,0.069859210507794,1.89095433301017,1.64035174609024,1,0.902488302757237,1.03803344476149,0.864743813920417,13.7158336413827,2.69727361083031,0.23049901291728,0.123248265087605,0.128153729811311,41.1651,11.4521527430213,0.269727361083031,"Maize",-0.189180541233799,0.0662707188590736,0.0549571096155472,0.0632659070599213,0.0966155921853943,0.133178297769531,0.0699432689204407,"Ls7"
"141",31,"USA_Ne1","2004_10_24","2004-10-24","2004-10-24",13.423,166.329,294.55,0.0317177,"2004-10-24",298,2004,10,24,193,1730.982,51.0457052992587,6.897996288,0.0874140028016269,0,1.53972099656058,0.785961442335124,1,0.792621787035999,0.602981466844844,0.052601450863765,Inf,0,0.197624505013227,0.0938605580478907,0.149463622570038,41.1651,10.7479857896598,0,"Maize",-0.139459211553997,0.074373865,0.076078261,0.099206032,0.141846507,0.206371725,0.124234458,"Ls7"
"142",32,"USA_Ne1","2005_03_01","2005-03-01","2005-03-01",-2.975,207.429,208.367,0.00686814,"2005-03-01",60,2005,3,1,0,NA,53.8211805561844,8.602495488,0.0543541843496263,0,0.490541033055928,0.264014975103203,1,-0.235935802531117,0.46758162562158,0.0146886439151022,-Inf,0,0.171323933452368,0.041547732539475,0.116734671965241,41.1651,11.2219421719554,0,"Maize",-0.222440189115216,0.0820618834533691,0.07693358525,0.0944959937306366,0.127859982158073,0.217309318897133,0.143975822445572,"Ls7"
"143",33,"USA_Ne1","2005_05_20","2005-05-20","2005-05-20",22.108,335.408,349.475,0.533588,"2005-05-20",140,2005,5,20,35,153.93,62.3085521495094,13.910040576,0.0646052917712927,0.985686045701172,2.66138570443645,1.65827089954837,1,0.997856478237311,0.898662229963,0.593758124253168,0.603674561795426,32.3551185774803,0.179479150176048,0.0636791229248047,0.137251792699099,41.1651,14.6142591976623,3.23551185774803,"Maize",-0.173276178949533,0.132963925426842,0.139140006118553,0.177423646733154,0.245322915559082,0.390695779186432,0.262570159483398,"Ls7"
"144",34,"USA_Ne1","2005_07_23","2005-07-23","2005-07-23",30.74,327.304,411.317,20.8572,"2005-07-23",204,2005,7,23,99,1034.609,38.3397496820679,13.573951488,0.847603182108402,0.694506660384123,4.42651883301461,1.69711624020739,1,0.77859670089674,11.5053244750139,1.81283022876022,3.35249516517189,123.405187988281,0.802389166355133,4.40907674312592,0.585912778377533,41.1651,14.6762851531611,12.3405187988281,"Maize",1.4107972283827,0.075384620916954,0.0594190849349518,0.038049162697876,0.346533659701263,0.122890591005196,0.040357403044487,"Ls7"
"145",35,"USA_Ne1","2005_08_08","2005-08-08","2005-08-08",26.327,256.954,397.017,20.3154,"2005-08-08",220,2005,8,8,115,1256.45,57.6968761454884,10.656396288,0.773483188232183,0.997998583152534,3.42696700568664,1.97725290881778,1,0.966278044004802,8.24254337590784,2.46470040538457,2.55583080480482,303.945598144531,0.743423379659653,2.89257394909859,0.526806531250477,41.1651,14.145947226921,30.3945598144531,"Maize",0.940658356167952,0.0842186033647461,0.0664739260063171,0.0451902728512955,0.303825123305237,0.122633052961578,0.0408211381934166,"Ls7"
"146",36,"USA_Ne1","2005_09_09","2005-09-09","2005-09-09",25.946,244.588,377.246,8.75795,"2005-09-09",252,2005,9,9,147,1659.108,58.099574446866,10.143553536,0.583070543804765,1,3.35072455129713,1.9467567051903,1,0.973896080827067,5.91440727634826,1.48078236597318,1.52047266143186,209.077389068604,0.59194156229496,1.40822656393051,0.378348960876465,41.1651,12.8089876480205,20.9077389068604,"Maize",0.313888079677969,0.079651784,0.066331932,0.052133902,0.199259632,0.12645814,0.050316208,"Ls7"
"147",37,"USA_Ne1","2005_10_27","2005-10-27","2005-10-27",6.899,161.317,271.929,0.0191024,"2005-10-27",300,2005,10,27,195,1927.24,69.2302271472097,6.690138624,0.0783600147522986,0,0.994931433338614,0.688793291259311,1,0.467586606882026,0.524239361271563,0.0364383169429827,Inf,0,0.19042165055871,0.0864567202702165,0.1513595674932,41.1651,10.6631449524134,0,"Maize",0.269984402943237,0.083112365,0.084909611,0.10886953,0.15427719,0.204443747,0.123915837,"Ls7"
"148",38,"USA_Ne1","2006_01_15","2006-01-15","2006-01-15",8.176,114.492,276.262,0.028733,"2006-01-15",15,2006,1,15,0,NA,46.1621051778844,4.748212224,0.0250104843598604,0,1.08569607026763,0.501180161869099,1,0.540852188861674,0.11875508756565,0.241951739407508,Inf,0,0.147979701161385,0.00842940128408372,0.0813384106755257,41.1651,9.51420011410893,0,"Maize",0.0178542354332812,0.0505437141297989,0.0405449073721504,0.0445450179542847,0.0576343971716461,0.0985028503222961,0.075166272441494,"Ls7"
"149",39,"USA_Ne1","2006_01_31","2006-01-31","2006-01-31",3.984,116.358,272.575,0.142136,"2006-01-31",31,2006,1,31,0,NA,58.1500917615988,4.825598976,-0.0124316686808318,0.00922944296302009,0.812345698421676,0.472379769053605,1,0.284288361758768,-0.0599902476561931,-2.3693184401336,-903.002314394193,0.00331702153390324,0.118192785456777,0.00130225603235886,0.0494370257481933,41.1651,10.0129480844319,0.000331702153390324,"Maize",-0.0971566825845258,0.04728546921875,0.0352382379789276,0.0350938400880737,0.0426299793532524,0.0575344741124496,0.0352379577211571,"Ls7"
"150",40,"USA_Ne1","2006_04_21","2006-04-21","2006-04-21",13.277,308.942,289.554,0.575242,"2006-04-21",111,2006,4,21,6,17.867,46.4483503383019,12.812442624,0.0724925458611548,0.863280523686352,1.52512669990052,0.708396192672777,1,0.786763872712415,0.928806584513734,0.619334541325589,0.911861647018386,22.9879239416122,0.185753815323114,0.0665678550861776,0.129998914897442,41.1651,13.5303984646525,2.29879239416122,"Maize",-0.207148850334761,0.114680265,0.112694521,0.13646049,0.190395808,0.331689056,0.284477073,"Ls7"
