"","X","Site","origin_date","time","date","daily_Ta","daily_Fsd","daily_Fld","daily_GPP","dateD","DOY","year","month","day","DAS","GDD","Rh","PAR","fPAR","moisture_stress","esat","eact","vapor_stress","heat_stress","APAR","LUE","LUEmax","biomass","NDVI_vals","LAI_vals","SAVI_vals","Lat","Dlength","GPP_pred","Crop","GCVI","blue","green","red","nir","swir1","swir2","sensor"
"307",12,"USA_Ne3","2004_09_06","2004-09-06","2004-09-06",18.957,271.617,311.967,11.3354,"2004-09-06",250,2004,9,6,115,1231.403,64.8271488905167,11.264500224,0.903289753686786,0.820630583512282,2.19150543650631,1.42069049226772,1,0.959036952959879,10.1751076327417,1.11403244163479,1.41551605083482,157.774951324463,0.846690337061882,5.68614748001099,0.678452671766281,41.1797,12.8985136456913,15.7774951324463,"Soy",1.77297814187963,0.06240904,0.052430027,0.030003477,0.359571406,0.144841988,0.051156835,"Ls7"
"308",13,"USA_Ne3","2004_09_22","2004-09-22","2004-09-22",22.302,201.292,374.85,1.91373,"2004-09-22",266,2004,9,22,131,1414.942,78.4509832248057,8.347981824,0.354072896811664,0.327870829615541,2.692992056587,2.11267874655842,1,0.998681024424591,2.9557941069548,0.647450373994966,1.97731976900647,21.4374034786224,0.409763641059399,0.637780166566372,0.297400761991739,41.1797,12.1772982183511,2.14374034786224,"Soy",0.0398970057424508,0.0838869,0.087915528,0.087237424,0.201259504072815,0.138041428612518,0.06296670125,"Ls7"
"309",14,"USA_Ne3","2004_10_08","2004-10-08","2004-10-08",16.05,193.625,315.604,0.323043,"2004-10-08",282,2004,10,8,147,1496.761,86.894008134543,8.030016,0.134774195986986,0.0731268935491711,1.82410181657508,1.5850351808771,1,0.885675918398358,1.08223895016263,0.298495078144669,4.60877188920181,1.63967580258846,0.235301667451859,0.137011410444975,0.139266329556704,41.1797,11.4518271128604,0.163967580258846,"Soy",-0.15018266400724,0.067064599,0.057437894,0.068926142,0.106561104,0.154128544,0.092869632,"Ls7"
"310",15,"USA_Ne3","2004_10_24","2004-10-24","2004-10-24",12.911,165.221,286.425,0.156104,"2004-10-24",298,2004,10,24,163,1516.093,51.1170999314555,6.852045312,0.0652828127540648,0,1.4890734075807,0.761171141805757,1,0.771774111425582,0.447320791085663,0.348975507311275,Inf,0,0.180018148571253,0.0537265513278544,0.120173764824867,41.1797,10.7472914377843,0,"Soy",-0.221905976986193,0.069763261,0.064846621,0.078728344,0.108190458,0.174166825,0.11930643,"Ls7"
"311",16,"USA_Ne3","2006_01_15","2006-01-15","2006-01-15",7.647,113.037,269.938,0.135234,"2006-01-15",15,2006,1,15,0,NA,46.4607446297959,4.687870464,0.00136066004626451,0,1.04724865513168,0.486559523299702,1,0.511038818507446,0.00637859804242825,21.2012105325449,Inf,0,0.129165202900767,0.002493881653063,0.0896976178884506,41.1797,9.51282565974362,0,"Soy",0.0628627457591941,0.061005661,0.056738754,0.067929312,0.084776428,0.133693796,0.089560558,"Ls7"
"312",17,"USA_Ne3","2006_01_31","2006-01-31","2006-01-31",3.491,113.833,266.575,0.000394047,"2006-01-31",31,2006,1,31,0,NA,58.5990428017831,4.720882176,-0.0159188723485917,0.000718109723084771,0.784581849362696,0.459757453723068,1,0.251167188167072,-0.0751511207324859,-0.00524339485771187,-29.0709251618905,0.000229698855491733,0.115418558195233,0.00100000004749745,0.0728104669600725,41.1797,10.0118556310669,2.29698855491733e-05,"Soy",-0.00288443464908505,0.064564615,0.057765052,0.065973152,0.079956348,0.110058588,0.070652905,"Ls7"
"313",18,"USA_Ne3","2006_04_21","2006-04-21","2006-04-21",12.924,308.984,279.696,0.189607,"2006-04-21",111,2006,4,21,0,NA,46.4829623477246,12.814184448,0.0481779486261308,0.184978492837807,1.4903410564316,0.692754672113782,1,0.772313954062324,0.617361120021508,0.307124944948581,2.14980947855074,1.8021639290452,0.166410460323095,0.038129492783919,0.120490294396877,41.1797,13.5311515300244,0.18021639290452,"Soy",-0.220751130083783,0.119158818,0.120656552,0.14877461,0.199872748,0.339497024,0.246810873,"Ls7"
"314",19,"USA_Ne3","2006_07_26","2006-07-26","2006-07-26",27.036,314.062,389.683,15.3564,"2006-07-26",207,2006,7,26,72,973.657,81.701395931501,13.024779264,0.8222343356812,1,3.5728771791967,2.91909053032174,1,0.949115251809794,10.7094207255293,1.43391509154115,1.51079132782549,230.42159362793,0.782207108736038,3.94479746103287,0.590528855919838,41.1797,14.589454566265,23.042159362793,"Soy",1.26520211781522,0.080831692,0.06706837,0.04479195,0.360452859,0.17862149,0.070578056,"Ls7"
"315",20,"USA_Ne3","2006_10_14","2006-10-14","2006-10-14",6.019,187.108,264.488,0.0397263,"2006-10-14",287,2006,10,14,152,1683.434,38.9847128522193,7.759742976,0.103450001751035,0.0865148629595314,0.936340164078305,0.365029524285926,1,0.414559793248097,0.802745424454785,0.0494880428960173,1.3798198102126,0.0433524036407471,0.210381862968206,0.106007704213262,0.143079792931676,41.1797,11.2279673582707,0.00433524036407471,"Soy",0.276878260150953,0.073986958,0.0688749,0.085704048,0.126976932,0.1958312,0.11958939,"Ls7"
"316",21,"USA_Ne3","2008_03_25","2008-03-25","2008-03-25",9.431,222.004,271.021,0.0560192,"2008-03-25",85,2008,3,25,0,NA,59.115610732693,9.206949888,0.0611963864248991,0.118560944709015,1.18191921721579,0.698698763624177,1,0.608468595526116,0.563432063140729,0.0994249416473269,1.37821040831755,1.03232196390629,0.176767212748528,0.0548469563946128,0.128321229740977,41.1797,12.3682949983365,0.103232196390629,"Soy",-0.194893004370804,0.101035316,0.101003744,0.126527851,0.173755002,0.272175738,0.181237573,"Ls7"
"317",22,"USA_Ne3","2008_04_26","2008-04-26","2008-04-26",5.208,190.958,285.262,0.150052,"2008-04-26",117,2008,4,26,0,NA,70.8942838604442,7.919410176,0.0433038899214566,0.164356993242419,0.885057702258657,0.627455319767978,1,0.36390458631639,0.342941266504367,0.4375443105156,7.31553890470109,0.543299768604338,0.162532927542925,0.0322481694817543,0.117946189120412,41.1797,13.7822938218654,0.0543299768604338,"Soy",-0.308757928532939,0.149843124,0.137285018,0.14940846,0.19924201,0.238070256,0.150666815,"Ls7"
"318",23,"USA_Ne3","2008_05_12","2008-05-12","2008-05-12",15.432,335.142,295.358,0.450537,"2008-05-12",133,2008,5,12,0,NA,58.7530403818323,13.899009024,0.0751939746828377,0.751508457872374,1.753358467663,1.03015140854432,1,0.865951582240931,1.04512173266719,0.431085667743425,0.662424064886807,14.2152385902405,0.187902923375368,0.0769457264989614,0.142113277167082,41.1797,14.389860288356,1.42152385902405,"Soy",-0.199478355797238,0.137359132,0.139500942,0.168761349,0.237640354,0.364329857,0.250776842,"Ls7"
"319",24,"USA_Ne3","2008_06_13","2008-06-13","2008-06-13",20.98,353.213,321.3,0.913172,"2008-06-13",165,2008,6,13,30,288.29,58.20629347481,14.648449536,0.128124513154477,0.96172230464143,2.48395177820318,1.4458162617937,1,0.989304249127315,1.87682546526792,0.486551369266317,0.51138635542758,37.4886582374573,0.230011545866728,0.146734263896942,0.163926713019609,41.1797,15.1147026038708,3.74886582374573,"Soy",-0.124239823783319,0.120116696,0.120671972,0.147444468,0.226920544,0.383787468,0.2751802,"Ls7"
"320",25,"USA_Ne3","2008_06_29","2008-06-29","2008-06-29",21.02,326.075,334.75,4.68827,"2008-06-29",181,2008,6,29,46,475.447,57.3441463675919,13.5229824,0.236113298187256,1,2.49006229655934,1.42790496798321,1,0.989713983311571,3.19295597579221,1.46831651784262,1.48357661162839,66.7071040725708,0.315921478271484,0.33759563267231,0.224954665750265,41.1797,15.1147679990987,6.67071040725708,"Soy",-0.0269730374009549,0.116126675,0.115793444,0.130851699,0.24425582,0.369378477,0.25305445,"Ls7"
"321",26,"USA_Ne3","2008_07_15","2008-07-15","2008-07-15",25.445,302.454,396.917,7.35174,"2008-07-15",197,2008,7,15,62,690.329,54.817429954028,12.543372288,0.45366374707967,0.616964554934924,3.25272134161808,1.78305824304121,1,0.982309270835215,5.69047327318938,1.29193823554847,2.13173538667542,70.6574424743652,0.488992638885975,0.920147176980972,0.335998226702213,41.1797,14.858580300147,7.06574424743652,"Soy",0.242880774197821,0.099337005,0.092511975,0.089603064,0.256102967,0.27068836,0.159137139,"Ls7"
"322",27,"USA_Ne3","2008_08_16","2008-08-16","2008-08-16",20.01,285.943,324.667,16.3115,"2008-08-16",229,2008,8,16,94,1124.411,65.4175622100711,11.858628096,0.866586868420839,1,2.33972912501933,1.53059375590667,1,0.977079472363353,10.27653138548,1.58725735251945,1.62449155612716,231.095632476807,0.817491542100906,4.60034866809845,0.600725589990616,41.1797,13.7968637152345,23.1095632476807,"Soy",1.52161437578423,0.071341202,0.053316742,0.03329583,0.33086386,0.140126864,0.04855604,"Ls7"
"323",28,"USA_Ne3","2008_09_01","2008-09-01","2008-09-01",24.92,260.2,368.837,12.4372,"2008-09-01",245,2008,9,1,110,1304.021,56.0515581889053,10.7910144,0.780136685958505,0.770014940716298,3.15271386694903,1.76714524766262,1,0.989267502074078,8.4184662121465,1.47737125582985,1.93944179553115,124.346450500488,0.748716536164284,3.04145148515701,0.543996013402939,41.1797,13.1193918313206,12.4346450500488,"Soy",0.940094156338284,0.078315772,0.06291284,0.042057824,0.2892403,0.129313106,0.045241376,"Ls7"
"324",29,"USA_Ne3","2008_09_17","2008-09-17","2008-09-17",18.847,242.467,324.496,5.81662,"2008-09-17",261,2008,9,17,126,1392.114,67.4521140610981,10.055591424,0.619480334639549,1,2.17650617657736,1.4680994287718,1,0.956877361706068,6.2292411403381,0.933760608869974,0.975841467505431,135.06255317688,0.620907187461853,1.74495489597321,0.452728609740734,41.1797,12.4041760915676,13.506255317688,"Soy",0.582022059018814,0.066367114,0.066726716,0.059167238,0.245098164,0.126819325296333,0.052372456,"Ls7"
"325",30,"USA_Ne3","2008_10_03","2008-10-03","2008-10-03",16.013,203.854,321.217,1.69406,"2008-10-03",277,2008,10,3,142,1521.539,59.7109329129405,8.454233088,0.119735831197649,0.20184602149523,1.81979705075961,1.08661779613074,1,0.884533910739076,1.01227462593035,1.67351819022733,9.37336991027346,3.71749434888363,0.223337972313166,0.117481715753675,0.134644924625754,41.1797,11.6776283224971,0.371749434888363,"Soy",-0.186198740546352,0.07497405,0.065195104,0.076022756,0.114642728,0.17191342,0.108191506,"Ls7"
"326",31,"USA_Ne3","2008_10_19","2008-10-19","2008-10-19",16.302,168.767,325.646,0,"2008-10-19",293,2008,10,19,158,1588.19,72.3991330979347,6.999105024,0.0338050422103703,0,1.85365887117638,1.34203295332466,1,0.893320430166775,0.236605040771135,0,NA,0,0.154976167231798,0.0190537700604182,0.108761751875281,41.1797,10.9632597956986,0,"Soy",-0.259973089169867,0.082669275,0.078699444,0.0944624,0.12359938,0.193974392,0.128082424,"Ls7"
"327",32,"USA_Ne3","2008_11_04","2008-11-04","2008-11-04",18.234,125.054,338.442,0,"2008-11-04",309,2008,11,4,0,NA,60.8367012972211,5.186239488,-0.00578683308795097,0,2.09455317095689,1.27425705612652,1,0.943921313029945,-0.0300119022711963,0,NA,0,0.123479050844908,0.00107834941474721,0.0843710711225867,41.1797,10.2944230948221,0,"Soy",0.000988026113481718,0.0801805,0.071266344,0.0802354,0.15794346,0.160747495,0.104866024,"Ls7"
"328",33,"USA_Ne3","2008_11_04","2008-11-04","2008-11-04",18.234,125.054,338.442,0,"2008-11-04",309,2008,11,4,0,NA,60.8367012972211,5.186239488,-0.00578683308795097,0,2.09455317095689,1.27425705612652,1,0.943921313029945,-0.0300119022711963,0,NA,0,0.123479050844908,0.00107834941474721,0.0843710711225867,41.1797,10.2944230948221,0,"Soy",0.0441287014805923,0.06301422,0.053399892,0.061050023,0.07817804675,0.131995235,0.09190198,"Ls7"
"329",34,"USA_Ne3","2010_01_26","2010-01-26","2010-01-26",-7.972,140.933,218.521,0.00663245,"2010-01-26",26,2010,1,26,0,NA,89.5133407724767,5.844773376,-0.143216248966209,NA,0.335097755870687,0.29995719613345,1,-0.67434972807079,-0.837066518968284,-0.00792344437354243,NA,NA,0.0141477732965723,0.00100000004749745,0.0156292210402899,41.1797,9.83721831207862,NA,"Soy",-0.206938431496468,0.25999145,0.253354852,0.278102048,0.27550876,0.0426527023553925,0.0295066534373093,"Ls7"
"330",35,"USA_Ne3","2010_03_31","2010-03-31","2010-03-31",16.848,231.383,311.038,0.0016774,"2010-03-31",90,2010,3,31,0,NA,59.0125043118845,9.595915776,0.0293951135602593,0.15726662756258,1.91914264392302,1.13253413549629,1,0.909074755693347,0.282073033950204,0.00594668684386229,0.041594786276821,0.778434264063835,0.151467870771885,0.0173971014958806,0.11277747310698,41.1797,12.597545206525,0.0778434264063835,"Soy",-0.234301487727424,0.112923816,0.115793576,0.144624258,0.188233161,0.30238278,0.207020012,"Ls7"
"331",36,"USA_Ne3","2010_05_02","2010-05-02","2010-05-02",14.783,252.488,311.304,0.670223,"2010-05-02",122,2010,5,2,0,NA,51.178826859739,10.471182336,0.06055717228055,0.302658396943265,1.68166693461605,0.860657408824627,1,0.843775978809072,0.634105192702204,1.05695869977642,4.13883518898676,4.04405151128769,0.176258689165115,0.0573839444294572,0.133339757099748,41.1797,13.983244673509,0.404405151128769,"Soy",-0.175622366187881,0.128306249,0.131561544,0.168644812,0.231410205007904,0.377533142981751,0.256434139816345,"Ls7"
"332",37,"USA_Ne3","2010_05_18","2010-05-18","2010-05-18",15.667,339.575,322.642,0.784236,"2010-05-18",138,2010,5,18,3,12.93,71.3907506964421,14.0828544,0.0585918932177126,0.990319404189716,1.77997060230487,1.27073437516143,1,0.873613979939286,0.825141101205394,0.950426537781673,1.09855976879044,16.6606397914886,0.174695221334696,0.055677189938724,0.133523855879903,41.1797,14.5541824637129,1.66606397914886,"Soy",-0.198367843580314,0.141783392,0.144043832,0.17959944,0.245578298,0.406885443519592,0.276856800328445,"Ls7"
"333",38,"USA_Ne3","2010_08_22","2010-08-22","2010-08-22",24.382,290.758,384.921,17.1843,"2010-08-22",234,2010,8,22,99,1288.527,74.6800283808694,12.058315776,0.874196397604346,0.999981557552117,3.05302225144953,2.27999788385677,1,0.994528064763358,10.5413362125549,1.63018232731571,1.63918188956356,233.472989501953,0.823545264601707,4.66314793109894,0.594179805219173,41.1797,13.5912733845706,23.3472989501953,"Soy",1.47472427270527,0.068003839,0.0501224275657463,0.0297454083250046,0.308710125518738,0.112015648,0.0365890425,"Ls7"
"334",39,"USA_Ne3","2010_09_07","2010-09-07","2010-09-07",16.369,278.212,298.454,12.0593,"2010-09-07",250,2010,9,7,115,1452.41,53.0342443443533,11.538008064,0.889399614993334,0.789502308610271,1.86158756740266,0.987278899180429,1,0.895313515131566,10.2618999299116,1.17515275751709,1.66251579208683,135.290021514893,0.835640107393265,5.38972555160522,0.66843440592289,41.1797,12.8985136456913,13.5290021514893,"Soy",1.68945595234821,0.063650713,0.05464313,0.032428592,0.360767262,0.14128556,0.051304136,"Ls7"
"335",40,"USA_Ne3","2012_02_17","2012-02-17","2012-02-17",0.207,180.25,226.667,0.0121526,"2012-02-17",48,2012,2,17,0,NA,85.078962368643,7.475328,-0.161157660579923,0,0.62006313167388,0.52754327845865,1,0.0156836830124116,-1.2047063725476,-0.0100876033172306,-Inf,0,-0.000125426077902375,0.00100000004749745,-0.000126418557192665,41.1797,10.6920814271844,0,"Soy",-0.501827746849983,0.29724634,0.29205608,0.313406064,0.300785422,0.042679987,0.026418,"Ls7"
"336",41,"USA_Ne3","2012_04_21","2012-04-21","2012-04-21",13.028,268.313,298.863,0.332723,"2012-04-21",112,2012,4,21,0,NA,58.5098295793814,11.127476736,0.0619291176328063,0.690028433084075,1.50051639964921,0.877949588245419,1,0.776613082484352,0.689114815740059,0.482826652976079,0.900989121344123,8.11067726135254,0.177350133359432,0.055228780657053,0.127938947305083,41.1797,13.5736664793278,0.811067726135254,"Soy",-0.207429151073415,0.121604848,0.120929504,0.148619112,0.20407608,0.344757608,0.24310317,"Ls7"
"337",42,"USA_Ne3","2012_05_07","2012-05-07","2012-05-07",14.859,293.892,301.358,0.658062,"2012-05-07",128,2012,5,7,0,NA,68.2220863468489,12.188289024,0.0722535692772269,0.287589141921329,1.68992712488725,1.1529035423394,1,0.846448937376299,0.880647385366448,0.747248002929313,3.06966875643951,4.48664253473282,0.185563698709011,0.0686098328232765,0.133772182390094,41.1797,14.2119051534566,0.448664253473282,"Soy",-0.188149113515659,0.125143146,0.126063417,0.156091668,0.218294946,0.360478038,0.245059448,"Ls7"
"338",43,"USA_Ne3","2012_06_08","2012-06-08","2012-06-08",24.253,342.838,350.804,1.60364,"2012-06-08",160,2012,6,8,25,273.044,71.3006409647411,14.218177536,0.125843301245272,0.893674706564169,3.02953133184323,2.16007525783188,1,0.995518782541053,1.78926239882161,0.896257586956582,1.00740457857057,34.6625604438782,0.228196739256382,0.151734349802136,0.173824770152569,41.1797,15.0603586344013,3.46625604438782,"Soy",-0.135774492365739,0.13909432875,0.142187277012253,0.171651270769287,0.262845933640327,0.385241666822571,0.257841783256317,"Ls7"
"339",44,"USA_Ne3","2012_07_10","2012-07-10","2012-07-10",23.388,351.508,346.679,11.0392,"2012-07-10",192,2012,7,10,57,756.73,83.4563234521371,14.577739776,0.612844362161159,0.657720974290397,2.87604837175532,2.40024423177204,1,0.999580627410448,8.93388563477408,1.23565494917813,1.8794799234396,136.563965682983,0.615627973079681,1.72476251482964,0.454394209384918,41.1797,14.9638365366426,13.6563965682983,"Soy",0.618282650683106,0.09020875,0.084122179,0.076310456,0.308956075,0.24268335,0.128175357,"Ls7"
"340",45,"USA_Ne3","2012_07_26","2012-07-26","2012-07-26",27.135,318.929,386.783,9.73852,"2012-07-26",208,2012,7,26,73,1038.481,82.4618504179632,13.226623488,0.724879035289288,1,3.59367553984807,2.96341134817645,1,0.946394003647648,9.58770207411607,1.01573035172746,1.07326372294475,216.313058013916,0.704756591320038,2.43102715373039,0.498487370014191,41.1797,14.5587537129305,21.6313058013916,"Soy",0.856019263393884,0.078109126,0.0665856,0.051641202,0.288513809,0.167761205,0.07414908525,"Ls7"
"341",46,"USA_Ne3","2012_10_14","2012-10-14","2012-10-14",13.251,186.563,301.75,0.0398893,"2012-10-14",288,2012,10,14,153,1725.065,66.1083772126428,7.737140736,0.0960376686936617,0.529926663312919,1.5225404915013,1.00652681133691,1,0.785713376542748,0.743056958640202,0.0536826948946116,0.128930121194014,6.65653753459454,0.204485018849373,0.108255579173565,0.157542883604765,41.1797,11.1835099329748,0.665653753459454,"Soy",-0.119684203698786,0.08985305,0.089388846,0.117453802,0.17037409,0.215696495,0.135785632,"Ls7"
"342",47,"USA_Ne3","2012_11_15","2012-11-15","2012-11-15",6.966,116.613,277.496,0,"2012-11-15",320,2012,11,15,0,NA,64.0742803234425,4.836174336,0.0292685548748076,0,0.999521839141908,0.640436425105814,1,0.471539955591585,0.141547833937352,0,NA,0,0.151367187649012,0.0154627539520152,0.10531356357038,41.1797,9.88839061528668,0,"Soy",-0.288689511394274,0.074858332,0.066503518351059,0.07720995675,0.09990097025,0.159015345754501,0.114957561383331,"Ls7"
